Sample,pondID,year,long,lat,SC,Nonindependent,WildSequenced,Species,AxCF1Hybrid,Continent,country
index_8nt_N7_303-index_8nt_N5_71_SL378953_Spring_2018_Pond17_12,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_389-index_8nt_N5_184_SL378963_Spring_2018_Pond17_16,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_389-index_8nt_N5_436_SL378965_Spring_2018_Pond24_20,Pond24,2018,-3.019395,53.290379,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_389-index_8nt_N5_700_SL378969_Spring_2018_Pond6_10,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_389-index_8nt_N5_71_SL378962_Spring_2018_Pond6_24,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_472-index_8nt_N5_184_SL378972_Spring_2018_Pond6_25,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_472-index_8nt_N5_239_SL378973_Spring_2018_Pond17_19,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_472-index_8nt_N5_438_SL378975_Spring_2018_Pond24_23,Pond24,2018,-3.019395,53.290379,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_472-index_8nt_N5_509_SL378976_Spring_2018_Pond17_73,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_472-index_8nt_N5_71_SL378970_Spring_2018_Pond6_11,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_484-index_8nt_N5_184_SL378980_Spring_2018_Pond6_12,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_484-index_8nt_N5_239_SL378981_Spring_2018_Pond17_1,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_484-index_8nt_N5_436_SL378983_Spring_2018_Pond17_20,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_484-index_8nt_N5_509_SL378985_Spring_2018_Pond24_24,Pond24,2018,-3.019395,53.290379,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_484-index_8nt_N5_685_SL378986_Spring_2018_Pond17_74,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_587-index_8nt_N5_239_SL378990_Spring_2018_Pond6_13,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_587-index_8nt_N5_436_SL378991_Spring_2018_Pond17_2,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_587-index_8nt_N5_438_SL378992_Spring_2018_Pond17_22,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_587-index_8nt_N5_685_SL378995_Spring_2018_Pond25_9,Pond25,2018,-3.007721,53.295621,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_587-index_8nt_N5_700_SL378996_Spring_2018_Pond22_50,Pond22,2018,-0.312748,53.581442,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_239_SL378999_Spring_2018_Pond5_8,Pond5,2018,0.975512,52.089768,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_436_SL379000_Spring_2018_Pond6_14,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_438_SL379001_Spring_2018_Pond17_3,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_509_SL379002_Spring_2018_Pond17_51,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_685_SL379003_Spring_2012_C_14,C,2012,-3.7837,52.1307,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_700_SL379005_Spring_2018_Pond25_20,Pond25,2018,-3.007721,53.295621,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_675-index_8nt_N5_71_SL378997_Spring_2018_Pond22_51,Pond22,2018,-0.312748,53.581442,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_687-index_8nt_N5_184_SL379007_Spring_2018_Pond22_52,Pond22,2018,-0.312748,53.581442,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_687-index_8nt_N5_239_SL379008_Spring_2018_Pond25_23,Pond25,2018,-3.007721,53.295621,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_687-index_8nt_N5_436_SL379009_Spring_2018_Pond5_9,Pond5,2018,0.975512,52.089768,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_687-index_8nt_N5_685_SL379012_Spring_2018_Pond17_59,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_711-index_8nt_N5_239_SL379017_Spring_2018_Pond22_60,Pond22,2018,-0.312748,53.581442,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_711-index_8nt_N5_436_SL379018_Spring_2018_Pond30_5,Pond30,2018,-1.426357,54.047436,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_711-index_8nt_N5_438_SL379019_Spring_2018_Pond6_2,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_711-index_8nt_N5_509_SL379020_Spring_2018_Pond6_17,Pond6,2018,0.828461,52.082493,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_711-index_8nt_N5_685_SL379021_Spring_2018_Pond17_5,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
index_8nt_N7_711-index_8nt_N5_700_SL379022_Spring_2018_Pond17_61,Pond17,2018,-0.931099,51.345955,,NA,NA,Daphnia pulex,NA,Europe,Daphnia.pulex.Europe.GBR
2018_Pulicaria_Pond21_22,Pond21,2018,-0.312748,53.581442,P,0,0,Daphnia pulicaria,0,Europe,Daphnia.pulicaria.Europe.GBR
2018_Pulicaria_Pond22_21,Pond22,2018,-0.312748,53.581442,P,0,0,Daphnia pulicaria,0,Europe,Daphnia.pulicaria.Europe.GBR
2018_Pulicaria_Pond22_53,Pond22,2018,-0.312748,53.581442,P,0,0,Daphnia pulicaria,0,Europe,Daphnia.pulicaria.Europe.GBR
2018_Pulicaria_Pond22_62,Pond22,2018,-0.312748,53.581442,P,0,0,Daphnia pulicaria,0,Europe,Daphnia.pulicaria.Europe.GBR
2018_Pulicaria_Pond22_72,Pond22,2018,-0.312748,53.581442,P,0,0,Daphnia pulicaria,0,Europe,Daphnia.pulicaria.Europe.GBR
index_8nt_N7_10-index_8nt_N5_239_SL378846_Spring_2018_Pond22_62,Pond22,2018,-0.312748,53.581442,,NA,NA,Daphnia pulicaria,NA,Europe,Daphnia.pulicaria.Europe.GBR
index_8nt_N7_472-index_8nt_N5_685_SL378977_Spring_2018_Pond21_22,Pond21,2018,-0.312748,53.581442,,NA,NA,Daphnia pulicaria,NA,Europe,Daphnia.pulicaria.Europe.GBR
index_8nt_N7_484-index_8nt_N5_700_SL378987_Spring_2018_Pond22_21,Pond22,2018,-0.312748,53.581442,,NA,NA,Daphnia pulicaria,NA,Europe,Daphnia.pulicaria.Europe.GBR
